SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
0.090484915	0.617737719	0.97404575	slrP
0.076045377	0.617902865	0.97404575	prgK
-0.125395172	0.618356444	0.97404575	hha
0.095917312	0.618361039	0.97404575	dnaG
-0.119533034	0.61868965	0.97404575	SL1344_0824
0.085096333	0.61928424	0.97404575	SL1344_2468
-0.112172508	0.619553982	0.97404575	SL1344_3182
-0.106958705	0.619952384	0.97404575	ybjZ
-0.123891239	0.620132649	0.97404575	cobB
0.082413301	0.620297257	0.97404575	phoQ
0.088459791	0.621591333	0.97404575	atpB
-0.110929818	0.622533618	0.97404575	uvrA
-0.123819872	0.622907847	0.97404575	rpl20
-0.084148954	0.623619919	0.97404575	fliT
0.085767283	0.623865128	0.97404575	ams
0.115154866	0.624380876	0.97404575	lysC
-0.121480242	0.625153055	0.97404575	cfa
0.121843602	0.625834226	0.97404575	SL1344_1073
0.106219327	0.627399462	0.97404575	fliN
0.12370257	0.627746147	0.97404575	pheS
0.099194531	0.62858763	0.97404575	glmS
0.104636792	0.629045568	0.97404575	cyoE
0.100301182	0.629055314	0.97404575	SL1344_3084
-0.115203454	0.629257807	0.97404575	SL1344_1839
0.135762346	0.629621222	0.97404575	SL1344_0253
0.119300932	0.629792543	0.97404575	pfkA
-0.110472857	0.630037388	0.97404575	SL1344_3014
0.1132183	0.630362122	0.97404575	SL1344_1425
0.103698847	0.630849412	0.97404575	nusA
0.088176543	0.631522704	0.97404575	mdoH
0.122211321	0.631608082	0.97404575	cbpA
0.129815252	0.631725902	0.97404575	STnc835
0.114013937	0.63281923	0.974558897	SL1344_0360
0.073446523	0.63313915	0.974558897	pps
0.135856091	0.634301716	0.974581643	cpdB
-0.112386759	0.637000933	0.974581643	pagK
0.093960415	0.637443865	0.974581643	rfaD
-0.086039368	0.637752948	0.974581643	SL1344_2191
0.113452235	0.637963072	0.974581643	fdoI
-0.115427714	0.638674931	0.974581643	zipA-leader
-0.118865079	0.638909846	0.974581643	SL1344_3380
-0.123463954	0.638911136	0.974581643	SL1344_3142
0.121121519	0.63941457	0.974581643	SL1344_3432
0.112553935	0.639418454	0.974581643	glpC
0.126605389	0.640624552	0.974581643	mobA
0.126605389	0.640624552	0.974581643	mobA
-0.087241908	0.641099278	0.974581643	ybaL
-0.090954876	0.642128741	0.974581643	himA
-0.093945753	0.642183289	0.974581643	sspA
-0.119023775	0.642333264	0.974581643	SL1344_3043
-0.121576318	0.642406798	0.974581643	SL1344_2456
0.084192459	0.642684311	0.974581643	flhC
0.110306054	0.642878135	0.974581643	flgH
-0.113258865	0.644437965	0.976020081	syd
-0.123976581	0.644909056	0.976020081	glyS
0.106058509	0.64707005	0.977124664	ppc
0.105897783	0.647590978	0.977124664	rfbC
0.095607861	0.647791229	0.977124664	prgI
0.074588433	0.648671751	0.977124664	purA
-0.096705531	0.649330118	0.977124664	SL1344_2623
0.090824804	0.649666668	0.977124664	SLnc0039
0.090660281	0.650255863	0.977124664	SL1344_1205
0.115927653	0.650436647	0.977124664	hydH
0.091320155	0.651008591	0.977124664	clpP
-0.105149672	0.651055347	0.977124664	SL1344_0205
-0.090323797	0.654839297	0.978681937	cbiH
0.084362454	0.655895186	0.978681937	gyrB
0.089709117	0.656533654	0.978681937	prs
-0.103576133	0.657145523	0.978681937	deoR
-0.102508452	0.657437661	0.978681937	leuL
-0.095988223	0.657672915	0.978681937	maeB
0.094540412	0.658040735	0.978681937	ilvA
0.083610305	0.658470021	0.978681937	spaP
-0.074798553	0.658542955	0.978681937	araD
-0.099145508	0.659308498	0.978681937	SL1344_2594
0.101618946	0.659332797	0.978681937	ttrS
0.083079652	0.659993001	0.978681937	nhaA
-0.111127593	0.660390225	0.978681937	pqiB
0.087364542	0.661013813	0.978681937	ppiD
0.108226597	0.661139488	0.978681937	SL1344_1008
0.110680675	0.661270257	0.978681937	SL1344_3418
-0.101729609	0.661315566	0.978681937	murB
0.079067916	0.662317197	0.979149546	gipA
-0.080220273	0.662717071	0.979149546	sucD
0.083257447	0.664842549	0.980552058	gyrA
-0.076518059	0.666459988	0.980552058	fliS
0.096070433	0.667052237	0.980552058	ffh
-0.083841916	0.667867989	0.980552058	nuoL
0.109577756	0.668402721	0.980552058	SL1344_0641
-0.109687017	0.669191698	0.980552058	SL1344_P1_0064
0.108352525	0.670296896	0.980552058	tlpA
0.100015599	0.67089579	0.980552058	nuoF
-0.077171621	0.6710789	0.980552058	cld
-0.090351636	0.672269234	0.980552058	grxB
0.08910517	0.672420384	0.980552058	sanA
-0.100168894	0.672921876	0.980552058	rpmB
-0.129965352	0.673424724	0.980552058	SL1344_1202
0.106617464	0.673475437	0.980552058	corA
0.077048224	0.673978315	0.980552058	SL1344_3319
-0.098855386	0.674868062	0.980552058	hybB
-0.089661025	0.675599442	0.980552058	SL1344_3169
0.068509164	0.676249053	0.980552058	glpD
-0.103954267	0.678721951	0.980552058	SL1344_1002
0.092472961	0.678837156	0.980552058	hemB
-0.093854069	0.679699491	0.980552058	pagN
-0.079161322	0.681064726	0.980552058	ppiA
-0.073605928	0.682597174	0.980552058	STnc1580
0.09399851	0.684180964	0.980552058	hutI
-0.096971495	0.684580148	0.980552058	SL1344_1061
-0.070419616	0.684801182	0.980552058	stpA
-0.070419616	0.684801182	0.980552058	stpA
-0.087752916	0.685000071	0.980552058	IsrJ
-0.071057742	0.685001408	0.980552058	focA
-0.101374891	0.687197529	0.980552058	rpsO
-0.08830327	0.688466146	0.980552058	rplN
0.07065158	0.688729097	0.980552058	cstA
0.07065158	0.688729097	0.980552058	cstA
0.081698373	0.688744874	0.980552058	dsbA
0.081698373	0.688744874	0.980552058	dsbA
0.087116396	0.68913365	0.980552058	SL1344_4420
0.101761233	0.68963637	0.980552058	glyQ
-0.066813103	0.690708081	0.980552058	pheT
0.099410614	0.690708186	0.980552058	SL1344_1126
0.062221201	0.691215776	0.980552058	acpP
-0.117732447	0.692890578	0.980552058	cbiO
-0.089921497	0.692908466	0.980552058	ybjG
0.072940723	0.693822532	0.980552058	tgt
0.063955598	0.694047351	0.980552058	hilC
-0.092042093	0.694821475	0.980552058	msbB
0.079482967	0.695200585	0.980552058	gcvR
-0.078565321	0.695573488	0.980552058	napB
-0.082242638	0.697025275	0.980552058	cheB
0.101003779	0.697958786	0.980552058	SL1344_1433
-0.089297981	0.698682713	0.980552058	STnc540
-0.099207789	0.699034083	0.980552058	hslS
-0.10142195	0.700192169	0.980552058	SL1344_2767
-0.096862395	0.703424859	0.980552058	udp
-0.092760803	0.703559652	0.980552058	cycA
-0.075173819	0.703602674	0.980552058	SL1344_1768
0.073584679	0.703831044	0.980552058	lpdA
-0.09438165	0.705409266	0.980552058	emrB
0.078607422	0.705628417	0.980552058	STnc4240
-0.087840039	0.705684943	0.980552058	pldB
-0.064534969	0.705712513	0.980552058	fliE
0.082555733	0.705828916	0.980552058	epd
-0.078760718	0.706385432	0.980552058	SL1344_P1_0091
0.076268218	0.706533904	0.980552058	guaC
0.090848221	0.706615915	0.980552058	fmt
0.100098767	0.707411816	0.980552058	fumB
-0.074836942	0.707478087	0.980552058	parC
0.076725502	0.707604085	0.980552058	SL1344_0900
0.084357737	0.707741304	0.980552058	cyoB
0.090875285	0.708349921	0.980552058	apbA
-0.072886958	0.709664552	0.980552058	dksA
-0.077473357	0.709710554	0.980552058	cydC
0.090350694	0.710167345	0.980552058	SL1344_3551
0.0757259	0.710348538	0.980552058	rl18
0.095930361	0.710790247	0.980552058	SL1344_1147
-0.087245958	0.711388528	0.980552058	crRNA2
0.086361903	0.71208447	0.980552058	srfC
0.088118134	0.712359914	0.980552058	gloA
0.097458101	0.713181935	0.980552058	gntR
-0.07736479	0.715413437	0.980552058	yciC
-0.089078153	0.71542249	0.980552058	pepP
0.080628631	0.715912327	0.980552058	pepQ
0.078940921	0.717139681	0.980552058	rpsS
-0.07785064	0.717161901	0.980552058	udg
-0.070115262	0.717242646	0.980552058	spaQ
-0.089371994	0.717282265	0.980552058	STnc2090
-0.089074297	0.71736677	0.980552058	StyR-377
-0.089253176	0.717684432	0.980552058	SL1344_3281
0.064604003	0.717794103	0.980552058	sucB
-0.083175708	0.717921204	0.980552058	topA
0.064379512	0.718124748	0.980552058	infB
0.080169595	0.718665388	0.980552058	rimJ
0.088201636	0.719462341	0.980552058	dnaT
-0.07027969	0.72042683	0.980552058	gmk
-0.074408893	0.721173458	0.980552058	siiC
-0.086602354	0.721576398	0.980552058	SL1344_2264
-0.071047029	0.721653267	0.980552058	dedD
-0.075344966	0.72288262700000006	0.980552058	SL1344_0314
0.089051566	0.724089461	0.980552058	SL1344_0869
-0.091952731	0.724603401	0.980552058	STnc750
-0.069002792	0.724691453	0.980552058	cydD
0.083700274	0.724791629	0.980552058	nhaB
-0.088208021	0.726783701	0.980552058	queA
-0.066153812	0.727210836	0.980552058	SL1344_3932
-0.080482705	0.727451684	0.980552058	mod
0.08481402	0.727465196	0.980552058	SL1344_0467
-0.072290558	0.727846323	0.980552058	nlpB
0.064185235	0.728744789	0.980552058	repA2
0.076887828	0.729455959	0.980552058	metJ
-0.087884168	0.729720275	0.980552058	SL1344_4465
-0.076444038	0.73026847	0.980552058	SL1344_2269
0.076200986	0.733157408	0.980552058	galR
0.085260993	0.735721291	0.980552058	SL1344_1808
-0.09194413	0.735853977	0.980552058	rffG
0.08627191	0.735902455	0.980552058	thyA
-0.091267438	0.736444147	0.980552058	SL1344_1210
0.088615865	0.737361616	0.980552058	STnc760
-0.078815415	0.737522644	0.980552058	proB
-0.086488994	0.73971037	0.980552058	thrC
0.060071627	0.740143151	0.980552058	lpxD
0.077231721	0.740282866	0.980552058	rfbD
0.08449611	0.740722829	0.980552058	bcr
-0.057392803	0.74072604	0.980552058	nlpD
0.074747337	0.74085047	0.980552058	hybC
-0.071927521	0.740908608	0.980552058	glnH
-0.085064694	0.741381048	0.980552058	murA
0.073535027	0.741812699	0.980552058	yhjJ
0.064981704	0.741901412	0.980552058	SL1344_0409
0.063351358	0.742645589	0.980552058	sdhD
-0.081311914	0.743073545	0.980552058	SL1344_0135
0.073110939	0.744314496	0.980552058	SL1344_1671
0.070870574	0.744318864	0.980552058	dnaN
0.081337908	0.744727039	0.980552058	lipA
0.076578115	0.746388169	0.980552058	rfaZ
-0.085380879	0.746522161	0.980552058	STnc730
0.076375732	0.747237464	0.980552058	SL1344_2357
-0.069475934	0.747872949	0.980552058	putP
0.070569258	0.74840754	0.980552058	SL1344_0239
0.050421242	0.749206595	0.980552058	SL1344_P1_0072
-0.085915799	0.750302129	0.980552058	fklB
-0.077493535	0.750441319	0.980552058	SL1344_2214
0.078605458	0.750552336	0.980552058	SL1344_3156
-0.069715295	0.750817102	0.980552058	sirA
0.068715659	0.750852401	0.980552058	ylaB
0.068458444	0.751407726	0.980552058	SL1344_1408
-0.067402667	0.751702664	0.980552058	rfbB
-0.083113668	0.752281175	0.980552058	SL1344_1167
-0.080603627	0.752470685	0.980552058	proY
-0.062820143	0.753187043	0.980552058	ftsK
0.089399358	0.753438459	0.980552058	STnc1670
0.055756968	0.753728687	0.980552058	traT
0.055756968	0.753728687	0.980552058	traT
-0.090213607	0.754275615	0.980552058	RyfA
0.073746494	0.754467622	0.980552058	SL1344_2752
-0.067056515	0.754708952	0.980552058	polA
0.059995413	0.75494208	0.980552058	ileS
0.079664306	0.756002542	0.980552058	rep
-0.064620809	0.756086489	0.980552058	bioD
-0.064620809	0.756086489	0.980552058	bioD
0.079673003	0.756636167	0.980552058	torR
0.06552473	0.757051882	0.980552058	dxs
0.054701705	0.757707721	0.980552058	cspD
0.069249849	0.757888704	0.980552058	SL1344_2593
-0.078651403	0.758981982	0.980552058	pyrC
0.068821346	0.759158575	0.980552058	SL1344_3372
-0.071655616	0.760059848	0.980552058	hemN
0.074905639	0.760571353	0.980552058	lpxK
0.099450978	0.761823276	0.980552058	gdhA
0.099450978	0.761823276	0.980552058	gdhA
-0.083291878	0.763013969	0.980552058	yijD
-0.053963138	0.763038429	0.980552058	SL1344_2283
0.070201624	0.763043893	0.980552058	recJ
0.051431797	0.763359089	0.980552058	SsrS
-0.077541722	0.763426785	0.980552058	SL1344_1299
-0.054996422	0.763431722	0.980552058	SL1344_1593
-0.076758002	0.764213089	0.980552058	SL1344_3261
0.057501638	0.764823022	0.980552058	dnaE
-0.074548379	0.764831536	0.980552058	rfaP
0.064419459	0.765987476	0.980552058	mppA
0.052550874	0.766861796	0.980552058	spaO
0.048793474	0.767090871	0.980552058	ftsH
-0.070093723	0.767491496	0.980552058	panD
0.067359389	0.767591217	0.980552058	aroG
0.054042437	0.768341694	0.980552058	motB
0.072098451	0.769216021	0.980552058	hemX
0.056266094	0.769472855	0.980552058	fliA
-0.071999798	0.769547338	0.980552058	gltP
0.083990754	0.771187285	0.980552058	SL1344_4053
0.080217568	0.771394177	0.980552058	SL1344_3282
-0.079663983	0.771833211	0.980552058	RdlD
-0.077253639	0.77286333	0.980552058	hybA
0.066711884	0.77293214	0.980552058	SL1344_0777
-0.058198884	0.773230647	0.980552058	surA
-0.067227218	0.773867812	0.980552058	purB
-0.067266159	0.774607644	0.980552058	SL1344_P1_0060
-0.073202374	0.775559502	0.980552058	lrhA
-0.066115376	0.775665549	0.980552058	galU
-0.05272843	0.776054332	0.980552058	rfe
0.057573745	0.777342619	0.980552058	hisS
0.071248157	0.777585785	0.980552058	nupG
0.084093186	0.777811737	0.980552058	mdfA
-0.048683488	0.777867923	0.980552058	SL1344_P2_0054A
-0.069559346	0.778634396	0.980552058	cvpA
-0.066673911	0.778781937	0.980552058	SL1344_1484
-0.064734841	0.778823415	0.980552058	metH
-0.0733873	0.779242276	0.980552058	ndk
-0.065197487	0.781237881	0.980552058	SL1344_3238
-0.072189833	0.783010322	0.980552058	SL1344_2305
0.051745326	0.783109341	0.980552058	glyA
-0.067982777	0.783147228	0.980552058	rfaI
-0.072017506	0.783857772	0.980552058	SL1344_1787
-0.070471463	0.784246596	0.980552058	rof
-0.067386858	0.784543912	0.980552058	cigR
-0.046929525	0.784746265	0.980552058	csrA
0.0472873	0.785095192	0.980552058	flgM
-0.052666864	0.785111682	0.980552058	lexA
0.066652286	0.785408426	0.980552058	bfr
0.069306093	0.785450984	0.980552058	mrp
0.055885729	0.786124614	0.980552058	fliH
0.058259424	0.786817623	0.980552058	rplM
0.065228578	0.787108653	0.980552058	trpS
0.068314822	0.787364753	0.980552058	mobC
0.047782471	0.787699759	0.980552058	flhA
0.064439801	0.788455966	0.980552058	degQ
-0.055358479	0.788681748	0.980552058	napG
0.052198187	0.78893992	0.980552058	nusB
0.048607512	0.788965706	0.980552058	pmrF
-0.057297363	0.789279904	0.980552058	SL1344_0783
0.059561523	0.789315901	0.980552058	SL1344_0640
-0.055334957	0.790442847	0.980552058	SL1344_4418
-0.071820732	0.790568899	0.980552058	traF
-0.071820732	0.790568899	0.980552058	traF
0.045883977	0.791291214	0.980552058	orgAb
-0.061991974	0.792471319	0.980552058	gor
-0.059716687	0.792583879	0.980552058	SL1344_2197
-0.055692256	0.792627508	0.980552058	cdh
0.059262791	0.792772894	0.980552058	rpsL
0.066475053	0.792945164	0.980552058	int
0.054632456	0.793125124	0.980552058	RybA
0.045783566	0.793873601	0.980552058	flgN
0.06043879	0.794798274	0.980552058	dam
0.040165901	0.794852881	0.980552058	prgH
-0.052124444	0.796900816	0.980552058	pcnB
0.052812186	0.797603153	0.980552058	rpoH
0.044954229	0.797764132	0.980552058	RUF_111
-0.060535526	0.79832467	0.980552058	SL1344_4423
0.054993952	0.798869747	0.980552058	SL1344_2359
0.050418435	0.799722145	0.980552058	invB
0.068126399	0.799783039	0.980552058	SL1344_2784
0.070991204	0.800006543	0.980552058	SL1344_1610
-0.052856349	0.800505369	0.980552058	SL1344_4457
-0.061181215	0.80082497	0.980552058	STnc660
0.045471868	0.801192108	0.980552058	SL1344_3237
-0.054797001	0.801363408	0.980552058	SL1344_2577
-0.063482607	0.801661431	0.980552058	SL1344_0934
0.05484293	0.801932888	0.980552058	SL1344_1867
0.064377368	0.802409197	0.980552058	polB
0.053193503	0.802759501	0.980552058	aroB
-0.044837947	0.803157156	0.980552058	leuS
-0.041466376	0.804140765	0.980552058	araA
0.044828991	0.804765322	0.980552058	spoT
-0.062992871	0.805084179	0.980552058	SL1344_3561
-0.049172522	0.805464568	0.980552058	ppk
0.057984649	0.805526472	0.980552058	prfB
-0.050140398	0.805528909	0.980552058	ppiB
0.049331883	0.805935828	0.980552058	hflK
0.044824503	0.808724243	0.980552058	spaS
-0.055200247	0.808857551	0.980552058	hybD
-0.057975381	0.808902003	0.980552058	yijC
0.05705779	0.809060003	0.980552058	STnc880
-0.048826426	0.809176303	0.980552058	SL1344_3198
-0.058156145	0.809566407	0.980552058	yhjA
0.063235338	0.810770563	0.980552058	SL1344_2713
0.053485949	0.811539257	0.980552058	btuB
0.056368879	0.81160071600000006	0.980552058	gshA
-0.047873394	0.811725161	0.980552058	pdhR
0.045735203	0.811806939	0.980552058	gpsA
-0.051463484	0.812029718	0.980552058	pmrD
0.060783241	0.812745324	0.980552058	coaE
0.056350156	0.812975815	0.980552058	htrA
0.050043131	0.813295409	0.980552058	rluD
0.063804957	0.813758159	0.980552058	SL1344_3819
0.063929569	0.813925224	0.980552058	uspB
0.047501482	0.813991666	0.980552058	SL1344_3984
0.047501482	0.813991666	0.980552058	SL1344_3984
-0.059361712	0.814227817	0.980552058	STnc3070
-0.045929327	0.816005481	0.982037284	SL1344_2698
-0.055650381	0.816743924	0.982270693	yeiP
-0.05340485	0.817600448	0.982645709	mutS
0.06168184	0.818437451	0.982741597	rpsJ
-0.069015835	0.819034661	0.982741597	speF
-0.056423158	0.81965272	0.982741597	yaaJ
0.055021935	0.820238786	0.982741597	fepE
-0.058342059	0.820404016	0.982741597	SL1344_3943
-0.049929123	0.82108668	0.982906683	ycbB
-0.03757571	0.822203852	0.982999828	asnS
-0.046688698	0.822254291	0.982999828	lolA
-0.043646148	0.823536244	0.983585782	ytfN
-0.045512944	0.823932402	0.983585782	SL1344_0790
0.056328693	0.824380101	0.983585782	SL1344_3661
-0.041999498	0.827922462	0.986485473	flhD
0.044025714	0.827925547	0.986485473	oppA
-0.046325304	0.828722752	0.986485473	ipk
0.040822778	0.82899777	0.986485473	SL1344_1602
0.036388224	0.831317123	0.988381068	SL1344_2268
-0.037453712	0.832243558	0.988381068	SL1344_0602
0.0410454	0.83255398	0.988381068	gpmA
-0.046107927	0.83285187	0.988381068	mraW
0.041573951	0.833330158	0.988381068	rpl35
0.044632477	0.835346986	0.988871448	acrR
-0.034778394	0.835850349	0.988871448	pyrG
0.057095427	0.837458677	0.988871448	SL1344_2409
-0.058799545	0.837635593	0.988871448	hemD
-0.049497903	0.839658152	0.988871448	purL
0.038551812	0.83973992	0.988871448	yadF
-0.051305468	0.840144711	0.988871448	SL1344_2944
0.046956991	0.841439269	0.988871448	ampG
-0.045469964	0.84153389	0.988871448	dadA
-0.044408629	0.843542711	0.988871448	aspC
-0.046900132	0.843686557	0.988871448	glk
0.029446168000000002	0.843979291	0.988871448	SL1344_1663
-0.052298421	0.844127182	0.988871448	SL1344_3069
0.052529822	0.846158772	0.988871448	aphA
0.039115258	0.846375726	0.988871448	rna
-0.033655284	0.846477135	0.988871448	araB
-0.041729959	0.847341259	0.988871448	SL1344_2391
0.039457529	0.847507921	0.988871448	SL1344_3199
0.049324457	0.847666907	0.988871448	pntA
0.041814673	0.847774055	0.988871448	hemY
0.037177823	0.848187409	0.988871448	SL1344_3083
-0.04029587	0.849006041	0.988871448	SL1344_1878
0.051816329	0.849543884	0.988871448	tdcE
0.0362749	0.849634419	0.988871448	rplX
0.038061303	0.850617694	0.988871448	ubiG
-0.036041487	0.850684814	0.988871448	SL1344_2370
-0.035506245	0.851677228	0.988871448	gltX
-0.048760596	0.852284431	0.988871448	SL1344_1258
0.036889284	0.852601815	0.988871448	sdhC
0.033322026	0.853917254	0.988871448	frdD
-0.039680512	0.854321449	0.988871448	rfbX
-0.038960582	0.854818268	0.988871448	osmE
0.033230184	0.854837848	0.988871448	ivbL
-0.046818826	0.855228572	0.988871448	SL1344_1741
0.037008359	0.855579081	0.988871448	pssA
0.039577681	0.855771965	0.988871448	mreC
0.032718305	0.855854049	0.988871448	clpA
0.046688347	0.856218618	0.988871448	RyjB
0.028525071	0.85672235	0.988871448	spaT
-0.051230595	0.857986551	0.988871448	phsA
0.045842231	0.858246995	0.988871448	ybdG
-0.049698095	0.858525455	0.988871448	SL1344_1144
0.049258992	0.859490274	0.988871448	SL1344_1520
0.033769497	0.859942734	0.988871448	SL1344_1824
-0.045308737	0.860059903	0.988871448	SL1344_1669
0.025857588	0.860700064	0.988871448	hns
0.040518738	0.86181391	0.988871448	SL1344_1777
0.029141673	0.863257579	0.988871448	orgAa
-0.033304238	0.863448095	0.988871448	AvrA
0.041965249	0.863818437	0.988871448	dapF
0.032239811	0.864135273	0.988871448	cyaA
-0.042004191	0.864668764	0.988871448	STnc3120
0.039065174	0.864874105	0.988871448	ispZ
0.034617787	0.865086012	0.988871448	SL1344_1025
-0.030856241	0.865584175	0.988871448	pepD
0.033580833	0.865964012	0.988871448	SL1344_4264
0.038979793	0.868069149	0.988871448	yafK
-0.031759471	0.868323903	0.988871448	arcB
0.03166578	0.869005047	0.988871448	acnB
0.035613356	0.869012321	0.988871448	tatB
0.037816805	0.869185192	0.988871448	vacJ
-0.041592781	0.869514724	0.988871448	SL1344_4344
0.038942472	0.87094738	0.988871448	pheP
-0.034605704	0.871613889	0.988871448	rffT
-0.036476409	0.871919289	0.988871448	SL1344_1156
0.034644727	0.872593054	0.988871448	SL1344_3569
-0.023944581	0.872680361	0.988871448	invA
0.036994119	0.873026314	0.988871448	galS
-0.042435451	0.873438318	0.988871448	osmB
0.03604306	0.873925035	0.988871448	SL1344_1082
-0.042939229	0.874056913	0.988871448	SL1344_0489
0.041266629	0.874287218	0.988871448	STnc3870
-0.030170206	0.874711212	0.988871448	fabA
0.030578714	0.874768341	0.988871448	lrp
0.040396161	0.875355097	0.988871448	gltS
-0.029766672	0.875461943	0.988871448	SL1344_2507
-0.037868218	0.87612768	0.988871448	SL1344_0386
-0.039147777	0.877178292	0.988871448	SL1344_2315
0.023017185	0.877522344	0.988871448	invG
0.032343147	0.877596002	0.988871448	SL1344_3419
0.030450251	0.87919706500000006	0.989070004	yajG
0.039703737	0.879309297	0.989070004	katG
0.028249039	0.880419344	0.989070004	rpsM
0.027876782	0.881110918	0.989070004	menG
-0.034807536	0.882972548	0.989070004	yihX
0.026958543	0.883749032	0.989070004	invE
-0.027361384	0.884299007	0.989070004	SL1344_2848
-0.028235579	0.884345051	0.989070004	lepA
0.030911471	0.885262303	0.989070004	fabD
0.029163807	0.885642863	0.989070004	ahpC
0.032712384	0.88740028	0.989070004	degS
-0.034583739	0.888063286	0.989070004	SL1344_1685
0.023255116	0.888504029	0.989070004	SL1344_4339
-0.03205005	0.888572725	0.989070004	STnc3540
0.033990115	0.888758367	0.989070004	SL1344_3206
0.035113651	0.889058858	0.989070004	yjbC
0.024782716	0.889197783	0.989070004	SL1344_4037
-0.03238573	0.889198641	0.989070004	efp
-0.022304471	0.890782424	0.989070004	ftsI
0.030624199	0.891049455	0.989070004	speG
-0.040403197	0.89117236	0.989070004	rplI
0.026803316	0.891725166	0.989070004	STnc670
0.029018348	0.89228542	0.989070004	yeiG
0.03238976	0.892436066	0.989070004	fdnG
0.03238976	0.892436066	0.989070004	fdnG
0.026554343	0.892973285	0.989070004	cheZ
0.025413575	0.893191187	0.989070004	aer
0.0289071	0.894230118	0.989070004	napA
-0.034061647	0.894539675	0.989070004	StyR-51
0.034236611	0.894571684	0.989070004	oxyR
0.029697928	0.894744128	0.989070004	lpxB
-0.024930983	0.89476843	0.989070004	relA
-0.032179162	0.895557522	0.989336051	ftsB
0.036361481	0.897263382	0.990289457	SL1344_2715
-0.028736785	0.899377564	0.990289457	pta
0.026433914	0.90063631	0.990289457	SL1344_4300
0.022380802	0.901144418	0.990289457	SL1344_0212
0.024045812	0.901768427	0.990289457	hemA
-0.022717495	0.903782651	0.990289457	valS
0.02670243	0.904153094	0.990289457	icdA
-0.035133487	0.904522584	0.990289457	lctP
-0.029745571	0.904961496	0.990289457	cysG
0.024727747	0.905420112	0.990289457	SL1344_1255
0.026157727	0.905862052	0.990289457	SL1344_0374
0.027229396	0.906319156	0.990289457	pepT
-0.029251861	0.906591449	0.990289457	SL1344_1786
0.029437457	0.906655441	0.990289457	yegE
0.025992026	0.907316608	0.990289457	ftsN
-0.021034728	0.908947531	0.990289457	SL1344_0397
0.02720905	0.909196901	0.990289457	grxC
-0.025539737	0.909219339	0.990289457	SL1344_0933
-0.026220678	0.90925647	0.990289457	SsrA
-0.025201191	0.911200444	0.990289457	dps
-0.029420506	0.911303934	0.990289457	nagC
-0.028980719	0.912406831	0.990289457	rfbU
-0.023456947	0.912873903	0.990289457	dnaX
0.021647971	0.913067222	0.990289457	rpoN
0.022633562	0.913914715	0.990289457	fur
0.024473284	0.914369672	0.990289457	SL1344_0213
-0.029124725	0.915715842	0.990289457	cbiB
0.02085944	0.915918993	0.990289457	mscL
-0.023917859	0.916765489	0.990289457	SL1344_2190
0.02117248	0.918112247	0.990289457	accA
-0.024703692	0.918330078	0.990289457	orn
-0.025268344	0.918515958	0.990289457	SL1344_3984
-0.025268344	0.918515958	0.990289457	SL1344_3984
0.025985205	0.919196968	0.990289457	lipB
0.024122474	0.92044953	0.990289457	dcuB
0.024122474	0.92044953	0.990289457	dcuB
-0.016829434	0.92065041	0.990289457	cspE
-0.024766899	0.92068148	0.990289457	ybbB
-0.020972545	0.921340197	0.990289457	SL1344_2633
0.024908261	0.921595131	0.990289457	SL1344_1226
0.022681601	0.922827402	0.990289457	SL1344_3974
-0.023413506	0.923021178	0.990289457	SL1344_3312
0.016842413	0.923244532	0.990289457	rpoB
-0.022533618	0.923990932	0.990289457	uvrB
-0.018823474	0.924004186	0.990289457	mdoB
0.022466955	0.924224756	0.990289457	yijO
-0.017228546	0.924566567	0.990289457	SL1344_2482
0.018556792	0.924618935	0.990289457	RyfD
-0.015646821000000002	0.924803818	0.990289457	sdhA
-0.023484472	0.926129757	0.990289457	dinI
-0.016023826	0.926398769	0.990289457	rpoS
-0.015805186	0.926851379	0.990289457	invF
0.017747838	0.928038977	0.990289457	pndA
0.021055404	0.928132953	0.990289457	rlgA2
0.015677648	0.928817325	0.990289457	GlmY
0.021879278	0.929099514	0.990289457	SL1344_1085
-0.026485154	0.929156617	0.990289457	flaG
-0.014251787	0.929180089	0.990289457	glpF
0.017450161	0.92942066	0.990289457	SymR
0.017769169	0.929711022	0.990289457	SL1344_2949
0.019865356	0.930056439	0.990289457	rcsF
0.019838462	0.931476865	0.990289457	manZ
0.019838462	0.931476865	0.990289457	manZ
-0.019598637	0.93176983	0.990289457	yegH
0.015124889	0.932038381	0.990289457	pndC
0.01842398	0.932068778	0.990289457	hyb0
-0.022070992	0.932541367	0.990289457	kup
-0.017310173	0.934359214	0.990289457	corB
-0.018187013	0.935146737	0.990289457	SL1344_4108
-0.019744085	0.936410571	0.990289457	htrB
0.016890272	0.936521063	0.990289457	glnB
0.016519484	0.936593087	0.990289457	secB
0.016128667	0.936736437	0.990289457	cbiJ
0.017849293	0.936764453	0.990289457	SL1344_3701
0.017806723	0.937292062	0.990289457	serS
0.019151309	0.937771697	0.990289457	SL1344_2412
-0.015494143	0.938535354	0.990289457	ompA
0.01428898	0.938910397	0.990289457	rhlB
0.014115695	0.939150347	0.990289457	lpxC
0.016231628	0.939409471	0.990289457	crr
0.01838517	0.93968596	0.990289457	SL1344_3265
0.019194676	0.940130061	0.990289457	SL1344_2936
